MPID,Name,Constituency,Region,Party,Gender,Legislature,Chamber,Session,Activity,Date,Description,Category,Status,Purpose,Organization
LWMP-02-0132,U Thaung Aye,Pyawbwe,Mandalay,USDP,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,Third Regular Session,Motion,12/06/2016,“ ကျေးလက်ဒေသဖွံ့ဖြိုးရေး၊ ဆင်းရဲမှုလျှော့ချရေးနှင့် ကျေးလက်နေပြည်သူများ၏ လူနေမှုအဆင့်မြင့်မားရေးအတွက် ကျေးလက်အိမ်ရာများနှင့် လမ်းတံတားများ စနစ်တကျနေရာချထားပြီး မြေငှားဂရန်များ ပြုလုပ်ပေးရန်နှင့် အဆင့်မြင့် လယ်ယာစိုက်ပျိုးမွေးမြူရေးလုပ်ငန်း အပါအဝင် အသေးစား၊ အလတ်စား ကုန်ထုတ်လုပ်ငန်းများဖြင့် ဘက်စုံဖွံ့ဖြိုးအောင် စီမံချက်ချမှတ် အကောင်အထည်ဖော်ပေးနိုင်ရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း ”,NA,Postpone,NA,
LWMP-02-0158,Daw Mar Mar Khaing,Thaton,Mon,NLD,Female,Second Pyithu Hluttaw,Pyithu Hluttaw,Third Regular Session,Motion,12/08/2016,“ နိုင်ငံတော်နှင့် ပြည်သူများအတွက် နိုင်ငံရေး၊ တရားဥပဒေ စိုးမိုးရေး၊ ပညာရေး၊ စီးပွားရေးတို့ကို ထိခိုက်ပျက်စီးစေသော “တရားမဝင် လောင်းကစားမှု ”များကို ထိရောက်စွာဟန့်တား၍ အရေးယူဆောင်ရွက်ပေးရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်း ကြောင်း ”,NA,Recorded,NA,Ministry of Home Affairs
LWMP-02-0053,Daw Cho Cho,Oktwin,Bago,NLD,Female,Second Pyithu Hluttaw,Pyithu Hluttaw,Third Regular Session,Debate,12/14/2016,“ နိုင်ငံတော်နှင့် ပြည်သူများအတွက် နိုင်ငံရေး၊ တရားဥပဒေ စိုးမိုးရေး၊ ပညာရေး၊ စီးပွားရေးတို့ကို ထိခိုက်ပျက်စီးစေသော “တရားမဝင် လောင်းကစားမှု ”များကို ထိရောက်စွာဟန့်တား၍ အရေးယူဆောင်ရွက်ပေးရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်း ကြောင်း ”,NA,Recorded,NA,NA
LWMP-02-0273,U Nay Lynn Tun,Bokpyin,Taninthayi,NLD,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,Third Regular Session,Debate,12/14/2016,“ နိုင်ငံတော်နှင့် ပြည်သူများအတွက် နိုင်ငံရေး၊ တရားဥပဒေ စိုးမိုးရေး၊ ပညာရေး၊ စီးပွားရေးတို့ကို ထိခိုက်ပျက်စီးစေသော “တရားမဝင် လောင်းကစားမှု ”များကို ထိရောက်စွာဟန့်တား၍ အရေးယူဆောင်ရွက်ပေးရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်း ကြောင်း ”,NA,Recorded,NA,NA
LWMP-02-0112,U Khin Than Nu,Mindon,Magway,NLD,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,Third Regular Session,Debate,12/14/2016,“ နိုင်ငံတော်နှင့် ပြည်သူများအတွက် နိုင်ငံရေး၊ တရားဥပဒေ စိုးမိုးရေး၊ ပညာရေး၊ စီးပွားရေးတို့ကို ထိခိုက်ပျက်စီးစေသော “တရားမဝင် လောင်းကစားမှု ”များကို ထိရောက်စွာဟန့်တား၍ အရေးယူဆောင်ရွက်ပေးရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်း ကြောင်း ”,NA,Recorded,NA,NA
LWMP-02-0095,Saw Victor Khalite,Thandaunggyi,Kayin,NLD,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,Third Regular Session,Debate,12/14/2016,“ နိုင်ငံတော်နှင့် ပြည်သူများအတွက် နိုင်ငံရေး၊ တရားဥပဒေ စိုးမိုးရေး၊ ပညာရေး၊ စီးပွားရေးတို့ကို ထိခိုက်ပျက်စီးစေသော “တရားမဝင် လောင်းကစားမှု ”များကို ထိရောက်စွာဟန့်တား၍ အရေးယူဆောင်ရွက်ပေးရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်း ကြောင်း ”,NA,Recorded,NA,NA
LWMP-02-0205,Dr. U Min Thein,Ye-U,Sagaing,NLD,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,Third Regular Session,Debate,12/14/2016,“ နိုင်ငံတော်နှင့် ပြည်သူများအတွက် နိုင်ငံရေး၊ တရားဥပဒေ စိုးမိုးရေး၊ ပညာရေး၊ စီးပွားရေးတို့ကို ထိခိုက်ပျက်စီးစေသော “တရားမဝင် လောင်းကစားမှု ”များကို ထိရောက်စွာဟန့်တား၍ အရေးယူဆောင်ရွက်ပေးရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်း ကြောင်း ”,NA,Recorded,NA,NA
LWMP-02-0129,U Soe Nwe Aye,Tada-U,Mandalay,NLD,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,Third Regular Session,Debate,12/14/2016,“ နိုင်ငံတော်နှင့် ပြည်သူများအတွက် နိုင်ငံရေး၊ တရားဥပဒေ စိုးမိုးရေး၊ ပညာရေး၊ စီးပွားရေးတို့ကို ထိခိုက်ပျက်စီးစေသော “တရားမဝင် လောင်းကစားမှု ”များကို ထိရောက်စွာဟန့်တား၍ အရေးယူဆောင်ရွက်ပေးရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်း ကြောင်း ”,NA,Recorded,NA,NA
LWMP-02-0191,U Win Myint Aung,Tabayin,Sagaing,NLD,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,Third Regular Session,Debate,12/14/2016,“ နိုင်ငံတော်နှင့် ပြည်သူများအတွက် နိုင်ငံရေး၊ တရားဥပဒေ စိုးမိုးရေး၊ ပညာရေး၊ စီးပွားရေးတို့ကို ထိခိုက်ပျက်စီးစေသော “တရားမဝင် လောင်းကစားမှု ”များကို ထိရောက်စွာဟန့်တား၍ အရေးယူဆောင်ရွက်ပေးရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်း ကြောင်း ”,NA,Recorded,NA,NA
LWMP-02-0082,U Paw Sai,Demoso,Kayah,NLD,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,Third Regular Session,Debate,12/14/2016,“ နိုင်ငံတော်နှင့် ပြည်သူများအတွက် နိုင်ငံရေး၊ တရားဥပဒေ စိုးမိုးရေး၊ ပညာရေး၊ စီးပွားရေးတို့ကို ထိခိုက်ပျက်စီးစေသော “တရားမဝင် လောင်းကစားမှု ”များကို ထိရောက်စွာဟန့်တား၍ အရေးယူဆောင်ရွက်ပေးရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်း ကြောင်း ”,NA,Recorded,NA,NA
LWMP-02-0071,U Tint Soe,Hpakant,Kachin,NLD,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,Third Regular Session,Debate,12/14/2016,“ နိုင်ငံတော်နှင့် ပြည်သူများအတွက် နိုင်ငံရေး၊ တရားဥပဒေ စိုးမိုးရေး၊ ပညာရေး၊ စီးပွားရေးတို့ကို ထိခိုက်ပျက်စီးစေသော “တရားမဝင် လောင်းကစားမှု ”များကို ထိရောက်စွာဟန့်တား၍ အရေးယူဆောင်ရွက်ပေးရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်း ကြောင်း ”,NA,Recorded,NA,NA
LWMP-02-0164,U Oo Tun Maung,Ponnagyun,Rakhine,ANP,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,Third Regular Session,Debate,12/14/2016,“ နိုင်ငံတော်နှင့် ပြည်သူများအတွက် နိုင်ငံရေး၊ တရားဥပဒေ စိုးမိုးရေး၊ ပညာရေး၊ စီးပွားရေးတို့ကို ထိခိုက်ပျက်စီးစေသော “တရားမဝင် လောင်းကစားမှု ”များကို ထိရောက်စွာဟန့်တား၍ အရေးယူဆောင်ရွက်ပေးရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်း ကြောင်း ”,NA,Recorded,NA,NA
LWMP-02-0323,U Aung Kyaw Kyaw Oo,Hlaing,Yangon,NLD,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,Third Regular Session,Motion,11/18/2016,“ ပြည်ထောင်စုတစ်ဝန်း အရက်ချက်စက်ရုံများမှ ထွက်ရှိ သည့် စွန့်ပစ်ရေဆိုးများအား ပြည့်စုံသည့် သန့်စင်စနစ် တပ်ဆင်ပြီး ဥပဒေပြဋ္ဌာန်းချက်ပါ စံချိန်စံညွှန်း များနှင့်အညီ စွန့်ပစ်မှသာ ထုတ်လုပ်ခွင့်ပြုရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း”,NA,Recorded,NA,Ministry of Home Affairs
LWMP-02-0315,Dr. Daw May Win Myint,Mayangone,Yangon,NLD,Female,Second Pyithu Hluttaw,Pyithu Hluttaw,Third Regular Session,Debate,11/29/2016,“ ပြည်ထောင်စုတစ်ဝန်း အရက်ချက်စက်ရုံများမှ ထွက်ရှိ သည့် စွန့်ပစ်ရေဆိုးများအား ပြည့်စုံသည့် သန့်စင်စနစ် တပ်ဆင်ပြီး ဥပဒေပြဋ္ဌာန်းချက်ပါ စံချိန်စံညွှန်း များနှင့်အညီ စွန့်ပစ်မှသာ ထုတ်လုပ်ခွင့်ပြုရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း”,NA,Recorded,NA,NA
