MPID,Name,Constituency,Region,Party,Gender,Ethnicity,Religion,DoB,Previous_Occupation,Term,Parliament,Start_Date,End_Date,image
UPMP-02-0077,U Khin Win,Magway-2,Magway,NLD,Male,Bamar,Buddhist,01/10/1952,Cultivator,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/H3rAjr
UPMP-02-0078,U Chit Htwe,Magway-3,Magway,NLD,Male,Bamar,Buddhist,07/13/1965,Private Teacher,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/px2JoF
UPMP-02-0079,U Aung Kyi Nyunt,Magway-4,Magway,NLD,Male,Bamar,Buddhist,09/08/1950,Lawyer,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/8xGHmc
UPMP-02-0080,U Tin Ang Htn,Magway-5,Magway,NLD,Male,Bamar,Buddhist,04/17/1965,Law Consultant,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/LCK6tF
UPMP-02-0081,U Win Mang,Magway-6,Magway,NLD,Male,Bamar,Buddhist,06/29/1950,Lawyer,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/yLWBsS
UPMP-02-0082,Daw Than Than Aye,Magway-7,Magway,NLD,Female,Bamar,Buddhist,08/09/1961,School Teacher (BEMS),Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/vk1hDQ
UPMP-02-0083,U Win Myint,Magway-8,Magway,NLD,Male,Bamar,Buddhist,10/26/1949,SAT teacher (retired),Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/HLU0RY
UPMP-02-0084,U Mya Min Swe,Magway-9,Magway,NLD,Male,Bamar,Buddhist,05/06/1978,Car Line Services,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/yZ3tDv
UPMP-02-0085,Dr. U Than Win,Mandalay-1,Mandalay,NLD,Male,Bamar,No Data,04/02/1953,Rector (retired) Mandalay MC,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/Sq3OID
UPMP-02-0086,Dr. U Kyaw Myint Oo,Mandalay-10,Mandalay,NLD,Male,Bamar,Buddhist,03/12/1974,Private Teacher,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/TIxcee
UPMP-02-0087,U Soe Ang,Mandalay-11,Mandalay,USDP,Male,Bamar,Buddhist,05/08/1950,Seller,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/ILTVTG
UPMP-02-0088,U Kyaw Thiha,Mandalay-12,Mandalay,NLD,Male,Bamar,Buddhist,03/23/1959,Writer,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/gcculR
UPMP-02-0089,U Htn Htn Oo,Mandalay-2,Mandalay,NLD,Male,Bamar,Buddhist,04/22/1961,Engineer and Shop keeper,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/3x93OX
UPMP-02-0090,Dr. U Kyaw Than Htn (Kanton),Mandalay-3,Mandalay,NLD,Male,Bamar,Buddhist,07/07/1945,Private Business,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/8otPns
UPMP-02-0091,Daw Hla Htay (or)  Ohn Kyi,Mandalay-4,Mandalay,NLD,Female,Bamar,Buddhist,02/25/1952,Lawyer,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/h1r9IV
UPMP-02-0092,U Ang Myo Latt,Mandalay-5,Mandalay,NLD,Male,Bamar,Christian RCM,12/02/1973,Transportation,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/YZuQii
UPMP-02-0093,Dr. U Kywe Kywe,Mandalay-6,Mandalay,NLD,Male,Bamar,Buddhist,10/30/1960,Dentist,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/Trfvzo
UPMP-02-0094,U Kyaw Toke,Mandalay-7,Mandalay,NLD,Male,Bamar,Buddhist,06/10/1963,Private School,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/R5Dfln
UPMP-02-0095,U Khin Ang Myint,Mandalay-8,Mandalay,USDP,Male,Bamar,Buddhist,10/06/1946,Chairman of Amyothar Hulttaw,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/cv8myw
UPMP-02-0096,U Mang Mang Swe,Mandalay-9,Mandalay,NLD,Male,Rakhine,Christian,05/23/1971,Construction,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/xwWH9X
UPMP-02-0097,U Aye Min Han,Mon-1,Mon,NLD,Male,Bamar,Buddhist,05/22/1983,Shop Keeper,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/Yngtf4
UPMP-02-0098,Sai Thiha (or) Mang Too,Mon-10,Mon,NLD,Male,Mon,Christian,01/01/1974,Tea Shop Owner,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/SWsrvI
UPMP-02-0099,U Hla Myint (or) Hla Myint Than,Mon-11,Mon,NLD,Male,Bamar,Buddhist,12/26/1945,Car Transcation,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/v0CEI8
UPMP-02-0100,Daw Thiri Yadanar,Mon-12,Mon,NLD,Female,Bamar,Christian,09/21/1979,Shop Keeper,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/oo51eb
UPMP-02-0101,Daw New New Ang,Mon-2,Mon,NLD,Female,Bamar,Buddhist,09/29/1956,Lawyer,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/FrsPfP
UPMP-02-0102,U Khin Zaw Oo,Mon-3,Mon,NLD,Male,Bamar,Buddhist,06/27/1966,Agricultural,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/yDTMef
UPMP-02-0103,U Linn Tin Htay,Mon-4,Mon,NLD,Male,Bamar,Buddhist,07/13/1985,Rubber Caltivation,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/DV848H
UPMP-02-0104,Daw Myat Thitar Tun,Mon-5,Mon,NLD,Female,Bamar,Buddhist,10/07/1981,Lawyer,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/38lxrU
UPMP-02-0105,U Pe Tin,Mon-6,Mon,NLD,Male,Bamar,Buddhist,09/16/1947,Shop Keeper,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/ejVEOl
UPMP-02-0106,U Naing Thiha,Mon-7,Mon,MNP,Male,Mon,Buddhist,09/23/1966,Rubber Caltivation,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/nhmOTZ
UPMP-02-0107,U Myo Win,Mon-8,Mon,NLD,Male,Mon,Buddhist,04/29/1959,Rubber Caltivation,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/H6sTKi
UPMP-02-0108,Dr. U Zaw Linn Htut,Mon-9,Mon,NLD,Male,Bamar,Buddhist,02/11/1964,Private Clinic,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/LBl7or
UPMP-02-0109,U Wai Sein Aung,Rakhine-1,Rakhine,ANP,Male,Rakhine,Buddhist,03/28/1946,SAT teacher (retired),Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/1pTPcL
UPMP-02-0110,U Kyaw Than,Rakhine-10,Rakhine,ANP,Male,Rakhine,Buddhist,12/07/1956,Sewing,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/Ov7tGX
UPMP-02-0111,Daw Htoot May,Rakhine-11,Rakhine,ANP,Female,Rakhine,Buddhist,06/16/1979,"Scholar Institute, Shwe Gas Movement",Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/3gnGYR
UPMP-02-0112,U Soe Win,Rakhine-12,Rakhine,NLD,Male,Rakhine,Buddhist,10/22/1957,Agricultural,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/5Awm86
UPMP-02-0113,U Tett Tun Aung,Rakhine-2,Rakhine,ANP,Male,Rakhine,Buddhist,06/16/1959,Pauk Taw Constituency (2) Regional MP,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/bqggba
UPMP-02-0114,U Khin Maung Latt,Rakhine-3,Rakhine,ANP,Male,Rakhine,Buddhist,11/17/1953,Amyotha Hluttaw MP,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/xfnvon
UPMP-02-0115,U Kyaw Kyaw,Rakhine-4,Rakhine,ANP,Male,Rakhine,Buddhist,07/08/1950,SAT teacher (retired),Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/enblUh
UPMP-02-0116,U Myint Naing,Rakhine-5,Rakhine,ANP,Male,Rakhine,Buddhist,07/25/1968,Military (retired),Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/Be7NW1
UPMP-02-0117,U Aye Thar Aung,Rakhine-6,Rakhine,ANP,Male,Rakhine,Buddhist,12/10/1945,Taxi Transcation,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/aghwMf
UPMP-02-0118,U Kyaw Thein,Rakhine-7,Rakhine,USDP,Male,Rakhine,Buddhist,03/11/1954,"Vice Chairman (1), Bober Trade Association, Maung Taw Township",Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/5kxpLc
UPMP-02-0119,U Kyaw Kyaw Win,Rakhine-8,Rakhine,ANP,Male,Rakhine,Buddhist,12/10/1978,Lawyer,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/0o3KXU
UPMP-02-0120,U Maung Kyaw Zan,Rakhine-9,Rakhine,ANP,Male,Rakhine,Christian,12/17/1964,Police Officer (retired),Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/BOjVu0
UPMP-02-0121,U Kyaw Thaung,Sagaing-1,Sagaing,NLD,Male,Bamar,Buddhist,05/09/1949,Youth Computer Centre,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/y7DLxb
UPMP-02-0122,U Tin Maung Win,Sagaing-10,Sagaing,NLD,Male,Bamar,Buddhist,02/15/1956,Electronic,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/nrgqnO
UPMP-02-0123,U Nyi Nyi Htwe (or)  Ko Ko Lay,Sagaing-11,Sagaing,NLD,Male,Bamar,Buddhist,05/25/1970,Merchant,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/9FtKg1
UPMP-02-0124,U Min Naing,Sagaing-12,Sagaing,NLD,Male,Naga,Buddhist,12/05/1963,General Administration Dept: (retired),Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/rd1X4c
UPMP-02-0125,U Aung Myo,Sagaing-2,Sagaing,NLD,Male,Bamar,Buddhist,02/03/1963,Seller,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/f3cJqc
UPMP-02-0126,U Win Aung,Sagaing-3,Sagaing,NLD,Male,Bamar,Buddhist,01/14/1954,Vice Director (retired),Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/P74wY0
UPMP-02-0127,U Hla Oo,Sagaing-4,Sagaing,NLD,Male,Bamar,Buddhist,10/14/1957,Lawyer,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/PJD7bs
UPMP-02-0128,U Ye Htut,Sagaing-5,Sagaing,NLD,Male,Bamar,Buddhist,03/20/1942,Editor,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/s4Wt5q
UPMP-02-0129,U Zaw Min,Sagaing-6,Sagaing,NLD,Male,Bamar,Buddhist,07/17/1949,Merchant,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/bApQY8
UPMP-02-0130,U Khin Maung Win,Sagaing-7,Sagaing,NLD,Male,Danu,Buddhist,10/12/1954,Agricultural,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/0lLhYg
UPMP-02-0131,U Ko Ko Naing,Sagaing-8,Sagaing,NLD,Male,Bamar,Buddhist,11/01/1962,Member of Pyithu Hluttaw Commission,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/prS6ZM
UPMP-02-0132,U Maung Maung Latt,Sagaing-9,Sagaing,NLD,Male,Bamar,Buddhist,11/24/1966,Private School,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/0p0KDm
UPMP-02-0133,U Zaw Min Latt (or) Ko Latt,Shan-1,Shan,NLD,Male,Bamar,Buddhist,04/12/1974,Tea Shop Owner and Market-gardener,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/b0uucr
UPMP-02-0134,Mai Ohm Khaing,Shan-10,Shan,TPNP,Male,Palaung,Buddhist,10/18/1974,Shop Keeper,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/8GHO92
UPMP-02-0135,U Kyaw Ni Naing,Shan-11,Shan,USDP,Male,Kokang,Buddhist,10/18/1974,Pyithu Hluttaw Mp,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/2kW1YY
UPMP-02-0136,Sai San Aung,Shan-12,Shan,USDP,Male,Shan,Buddhist,03/25/1959,Merchant,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/X5JhB0
UPMP-02-0137,Sai Tun Aung,Shan-2,Shan,SNLD,Male,Shan,Buddhist,10/13/1963,Lawyer,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/XeaorH
UPMP-02-0138,Sai Wan Hlaing Kham,Shan-3,Shan,SNLD,Male,Shan,Buddhist,08/05/1981,Publication and Distribution of Shan Literature,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/q8f9qf
UPMP-02-0139,Sai Ohn Kyaw,Shan-4,Shan,SNLD,Male,Shan,Buddhist,06/04/1944,Shop Keeper,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/AHt6BB
UPMP-02-0140,U Nyi Sein,Shan-5,Shan,TPNP,Male,Shan,Buddhist,11/12/1957,စိုက်ပျိုးရေးနှင့်မွေးမြူရေးဝန်ကြီး ရှမ်းပြည်နယ်အစိုးရအဖွဲ့,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/7Qa8Qi
UPMP-02-0141,Dr. Sai Hsai Kyauk Sam,Shan-6,Shan,USDP,Male,Shan,Buddhist,10/22/1951,Doctor,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/XISvNw
UPMP-02-0142,Sai Lon Hsan Khat,Shan-7,Shan,NLD,Male,Shan,Buddhist,03/15/1965,Seller,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/0rcYKb
UPMP-02-0143,Daw Ma Ma Lay,Shan-8,Shan,NLD,Female,Danu,Buddhist,12/07/1962,Cultivator / Shop Keeper,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/fXJzpx
UPMP-02-0144,Khun Thein Pe,Shan-9,Shan,PNO,Male,Pao,Buddhist,10/28/1966,Pyithu Hluttaw MP / Market-gardener,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/UmgSym
UPMP-02-0145,U Aung Win,Taninthayi-1,Taninthayi,NLD,Male,Bamar,Buddhist,06/27/1952,Private Teacher,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/VPKGGO
UPMP-02-0146,U Soe Thein (or) U Maung Soe,Taninthayi-10,Taninthayi,NLD,Male,Bamar,Buddhist,09/06/1966,Seller,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/8GeW53
UPMP-02-0147,Dr. U Khin Maung Win,Taninthayi-11,Taninthayi,NLD,Male,Kayin-Bamar,Buddhist,05/23/1955,Doctor,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/CeXlGO
UPMP-02-0148,U Khin Myo Win,Taninthayi-12,Taninthayi,NLD,Male,Bamar-Chinese,Buddhist,12/06/1968,Agricultural,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/XQpDLG
UPMP-02-0149,U Thet Naing Soe,Taninthayi-2,Taninthayi,NLD,Male,Bamar,Buddhist,04/05/1974,Cultivator,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/s2Hjja
UPMP-02-0150,U Tun Linn,Taninthayi-3,Taninthayi,NLD,Male,Bamar,Buddhist,08/06/1948,Township Educational Director (retired),Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/cSqpxC
UPMP-02-0151,U Han Win Thein,Taninthayi-4,Taninthayi,NLD,Male,Bamar,Christian,12/04/1964,Agricultural,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/88gWDz
UPMP-02-0152,Dr. U Linn Wai Phyo Latt,Taninthayi-5,Taninthayi,NLD,Male,Bamar,Buddhist,06/01/1980,Doctor,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/n0blgj
UPMP-02-0153,U Tin Wai,Taninthayi-6,Taninthayi,NLD,Male,Bamar,Buddhist,02/11/1963,Private Teacher,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/7r1ime
UPMP-02-0154,U Zaw Hein,Taninthayi-7,Taninthayi,NLD,Male,Bamar,Buddhist,08/21/1984,Agricultural,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/WMjwPO
UPMP-02-0155,U Okka Min,Taninthayi-8,Taninthayi,NLD,Male,Bamar,Buddhist,11/04/1984,Fishery,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/v1uqUl
UPMP-02-0156,U Kin Shein,Taninthayi-9,Taninthayi,NLD,Male,Bamar,Christian,02/10/1940,Veny Service Shop,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/SBGPxD
UPMP-02-0157,Dr. U Htay Kywe,Yangon-1,Yangon,NLD,Male,Bamar,Buddhist,07/07/1951,Private Clinic,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/6M5GZI
UPMP-02-0158,Naw Hla Hla Soe,Yangon-10,Yangon,NLD,Female,Kayin,Buddhist,08/18/1965,Development for Kayin Women Org.,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/yA1IXb
UPMP-02-0159,U Aye Bo,Yangon-11,Yangon,NLD,Male,Bamar,Buddhist,01/24/1969,Private Teacher (Amay Eai FOC School),Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/ouBt1s
UPMP-02-0160,U Kyaw Naing,Yangon-12,Yangon,NLD,Male,Bamar,Buddhist,09/24/1951,Private Teacher,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/iaqI5u
UPMP-02-0161,U Htay Oo,Yangon-2,Yangon,NLD,Male,Bamar,Buddhist,07/21/1956,Lawyer,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/fXaUrM
UPMP-02-0162,Dr. U Myat Nyarna Soe,Yangon-3,Yangon,NLD,Male,Bamar,Buddhist,10/22/1974,Amyothar Hluttaw MP / Specialist Doctor,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/eCBqZR
UPMP-02-0163,U Than Soe (or) Than Soe (Eco),Yangon-4,Yangon,NLD,Male,Bamar,Buddhist,02/07/1973,Economic Observer / Editor /,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/D5HBEr
UPMP-02-0164,U Ba Myo Thein,Yangon-5,Yangon,NLD,Male,Bamar,Buddhist,08/05/1954,No Data,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/SPxYe1
UPMP-02-0165,Dr. U Aung Thu,Yangon-6,Yangon,NLD,Male,Bamar,Buddhist,07/08/1955,Profficer (retired),Second,Amyotha Hluttaw,02/03/2016,03/30/2016,http://goo.gl/0pzpNk
UPMP-02-0166,U Ye Myint Soe,Yangon-7,Yangon,NLD,Male,Bamar,Buddhist,12/08/1948,Vice Director (retired) Irrigation Dept: Chin State,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/6kzIxg
UPMP-02-0167,U Kyaw Htwe,Yangon-8,Yangon,NLD,Male,Bamar,Christian,05/27/1968,Company,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/QfwN0T
UPMP-02-0168,U Pe Chit,Yangon-9,Yangon,NLD,Male,Mon-Kayin,Buddhist,11/04/1948,Military (retired),Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/jSCo2C
